58	2	1	1	1	1	6	476
61	1	1	1	1	1	8	484
65	2	1	1	1	1	6	570
38	2	1	1	19	1	10	263
37	1	1	1	26	1	8	43
42	2	1	1	12	1	8	552
42	1	1	1	1	1	6	644
20	2	6	1	1	1	7	360
44	2	4	1	22	1	10	484
53	1	4	1	1	1	6	350
39	1	1	1	8	1	10	153
24	2	6	1	28	1	10	231
25	2	6	2	1	1	5	830
35	1	1	1	1	1	6	422
36	2	1	1	1	1	6	666
16	1	6	8	1	1	4	402
64	1	1	1	1	1	6	770
61	2	1	1	1	1	6	350
43	2	3	1	47	1	3	472
50	1	1	2	1	1	6	733
49	2	1	2	1	1	6	244
47	1	1	1	1	1	6	644
48	2	1	1	45	1	8	313
18	1	6	1	1	1	6	476
41	1	1	1	1	1	6	865
37	2	1	1	1	1	6	411
45	1	1	1	1	1	6	496
44	2	1	1	1	1	6	822
21	2	6	1	1	1	7	570
20	2	6	1	1	1	7	570
18	2	6	1	1	1	6	422
39	2	4	1	1	1	6	512
43	2	4	1	28	1	11	470
79	2	4	2	1	1	11	220
33	2	1	1	26	1	6	832
40	1	1	1	1	1	2	626
29	1	1	2	36	1	8	623
36	2	1	2	1	1	8	460
67	1	1	1	1	1	10	80
75	2	1	1	1	1	8	350
47	1	1	1	1	1	10	770
45	2	1	1	1	1	6	570
16	1	6	1	1	1	4	605
20	2	6	1	1	1	8	586
60	1	1	1	1	1	6	21
51	2	1	1	1	1	3	775
49	1	4	1	36	1	6	913
22	1	6	1	1	1	6	960
46	2	6	2	1	1	6	423
29	2	1	1	1	1	8	313
36	1	1	1	1	1	6	53
50	1	1	1	42	1	10	2
55	2	1	1	1	1	6	832
25	2	3	2	51	1	7	460
43	2	3	2	1	1	8	350
40	1	1	2	1	1	8	551
35	2	1	2	1	1	8	570
18	2	6	2	1	1	7	472
37	2	3	2	1	1	4	365
59	1	1	1	1	1	6	803
44	2	1	1	1	1	6	476
56	2	1	2	1	1	7	360
46	1	1	2	1	1	8	461
19	2	6	2	1	1	7	472
76	2	5	1	45	1	11	313
59	1	1	1	1	1	8	143
59	2	1	1	1	1	11	570
47	1	4	2	1	1	10	385
38	1	1	1	13	1	8	111
30	2	1	1	1	1	6	524
47	2	4	3	47	1	11	220
18	2	6	3	22	1	4	962
18	1	6	3	22	1	4	962
39	2	4	2	48	1	6	562
16	2	6	2	48	1	3	472
65	2	5	1	1	1	6	71
31	1	1	2	1	1	8	31
29	2	1	2	1	1	7	254
51	1	4	1	1	1	6	775
36	2	6	1	54	1	10	360
35	1	6	1	1	1	8	476
61	2	1	1	453	1	7	94
36	2	4	1	40	1	10	313
65	2	4	1	12	1	8	570
24	2	1	1	1	1	8	524
28	1	1	1	18	1	6	720
45	2	1	1	22	1	8	570
60	1	1	1	22	1	7	472
62	2	6	1	1	1	11	581
55	2	4	1	18	1	6	420
44	1	1	1	18	1	3	734
41	2	1	1	1	1	6	962
67	2	5	2	1	1	10	231
58	2	4	1	1	1	6	500
33	2	3	1	4	1	7	404
29	1	1	2	6	1	11	80
26	2	1	2	6	1	8	313
49	2	2	1	39	1	11	254
17	1	6	1	34	1	5	413
27	2	1	1	1	1	8	341
36	1	1	1	1	1	6	470
45	2	1	1	1	1	8	435
62	1	1	1	54	1	6	562
55	1	1	1	1	1	6	470
55	2	1	1	1	1	6	283
45	1	1	1	22	1	4	930
45	2	1	1	22	1	5	360
18	1	6	1	22	1	3	562
31	1	1	1	12	1	6	422
30	2	1	1	42	1	7	511
63	2	5	1	1	1	6	510
29	2	1	1	1	1	8	524
32	1	1	1	1	1	8	874
33	2	1	1	1	1	8	154
34	1	1	1	1	1	8	770
31	1	1	1	1	1	8	104
30	2	1	1	47	1	6	535
30	1	4	1	1	1	8	714
21	2	6	1	1	1	7	531
31	2	1	1	1	1	6	586
32	1	1	1	17	1	6	620
32	1	1	1	28	1	10	374
31	2	1	1	1	1	10	570
57	1	1	1	1	1	6	872
56	2	1	1	1	1	6	912
63	1	4	2	1	1	1	734
29	2	6	8	13	1	6	364
49	2	4	1	300	1	10	350
20	1	6	1	1	1	8	562
43	2	4	1	1	1	2	962
26	2	6	2	1	1	6	472
55	1	6	2	1	1	8	432
53	1	4	2	1	1	6	642
28	2	3	2	34	1	4	440
41	1	1	1	12	1	10	153
34	2	1	1	1	1	8	232
50	1	1	1	1	1	4	642
21	1	6	1	1	1	6	380
26	2	1	1	1	1	6	43
29	1	1	1	1	1	6	960
32	1	1	1	18	1	6	842
63	1	1	1	1	1	4	913
57	2	1	1	1	1	6	485
52	2	4	2	1	1	8	201
57	2	5	1	1	1	4	360
50	2	1	1	1	1	10	231
52	1	1	1	1	1	2	632
50	2	1	1	1	1	7	352
25	1	1	2	501	1	8	731
25	2	1	2	37	1	8	460
28	2	6	2	1	1	8	422
48	1	1	2	17	1	6	913
45	2	1	2	1	1	8	500
17	2	6	2	1	1	5	411
28	2	1	1	1	1	6	402
27	1	1	1	1	1	6	623
47	1	1	2	45	49	6	70
48	2	1	2	260	1	10	313
47	2	6	2	1	1	10	80
25	2	6	2	1	1	7	554
69	2	4	1	1	1	8	350
51	1	1	1	6	1	7	635
44	2	1	1	13	1	6	254
52	1	1	1	1	1	6	770
51	2	1	1	1	1	6	501
49	2	4	2	1	1	7	702
18	1	6	2	1	1	5	275
38	1	1	1	12	1	6	770
38	2	1	1	36	1	7	411
18	1	6	1	1	1	6	775
19	2	6	1	1	1	6	472
25	2	4	1	1	1	7	552
47	1	1	1	1	1	2	913
17	1	6	1	1	1	3	775
57	1	1	1	1	1	11	422
35	2	1	1	36	1	8	470
30	2	6	1	1	1	8	365
38	2	5	1	1	1	4	961
37	1	6	2	1	1	2	414
22	1	1	1	47	1	8	962
21	2	1	1	1	1	6	470
53	2	4	1	24	1	10	570
65	2	4	2	1	1	6	422
32	2	1	7	200	12	5	411
31	1	1	7	200	12	5	880
30	1	1	1	1	1	10	332
31	2	1	1	1	1	11	231
48	2	4	1	1	1	10	35
29	1	1	1	1	1	8	623
26	2	1	1	54	1	8	642
39	1	1	8	1	1	8	5
42	2	1	1	1	1	8	485
17	2	6	8	37	12	4	432
38	1	4	1	1	1	4	913
19	1	6	1	1	1	6	405
38	2	4	1	453	1	7	413
52	2	2	1	12	1	8	570
18	1	6	1	1	1	8	403
55	1	4	1	1	1	11	231
39	1	1	1	1	1	11	102
37	2	1	1	1	1	10	541
60	2	1	1	1	1	8	100
63	1	1	1	1	1	10	62
64	2	1	1	28	1	8	570
41	1	1	1	1	1	8	896
39	2	1	1	1	1	8	232
54	1	1	1	1	1	6	332
54	2	1	1	1	1	4	570
61	1	1	2	1	1	8	731
58	2	1	2	1	1	8	62
37	2	1	1	1	1	4	460
34	1	1	1	12	1	6	623
19	1	6	1	1	1	6	422
57	1	4	1	45	1	7	874
22	2	6	1	1	1	7	524
19	1	5	2	1	1	5	402
46	1	1	1	1	1	7	470
43	2	1	1	1	1	8	470
31	2	6	1	1	1	6	584
39	1	1	1	22	1	10	170
38	2	1	1	22	1	10	263
40	1	1	1	39	1	2	960
32	2	1	1	1	1	3	402
35	1	1	1	1	1	3	421
31	2	1	1	1	1	3	472
29	2	1	1	22	1	11	306
34	1	1	1	48	1	11	306
23	2	1	2	1	1	8	472
26	1	1	2	26	1	8	200
45	1	1	1	1	1	7	5
43	2	1	1	1	1	8	313
19	1	6	1	1	1	8	961
28	2	1	1	48	1	6	411
22	1	6	1	1	1	6	476
42	2	1	1	1	1	4	962
42	1	1	1	1	1	5	762
22	2	6	1	1	1	5	841
61	1	1	1	13	1	10	613
58	2	1	1	1	1	10	570
75	1	1	1	1	1	4	21
32	1	4	1	1	1	8	620
46	2	3	2	1	1	6	360
39	1	3	2	1	1	2	962
59	1	1	2	1	1	3	204
53	2	1	2	1	1	10	500
51	1	1	2	1	1	10	580
23	2	6	2	1	1	6	472
20	1	6	2	1	1	6	403
59	2	5	1	1	1	6	570
56	1	1	2	1	1	6	1
55	2	1	2	1	1	6	775
38	1	1	1	1	1	7	385
33	2	1	1	12	1	8	220
39	1	1	1	1	1	6	374
40	2	1	1	1	1	7	460
65	1	1	1	1	1	3	913
22	2	6	2	1	1	5	402
55	1	1	1	1	1	6	720
53	2	1	1	1	1	7	570
40	1	1	1	54	1	8	16
36	2	1	1	1	1	10	161
53	1	1	1	1	1	11	500
51	2	1	1	1	1	11	231
33	2	3	2	1	1	8	86
53	1	1	2	1	1	2	204
51	1	1	1	1	1	4	781
48	2	1	1	1	1	6	365
22	1	6	1	1	1	8	425
48	1	1	2	1	1	4	421
62	1	1	1	6	1	10	770
62	2	1	1	29	1	8	492
49	1	4	1	1	1	6	500
30	2	1	1	12	1	11	232
30	1	1	1	1	1	10	471
55	1	1	1	1	1	6	795
48	2	1	1	1	1	7	581
55	1	6	1	1	1	10	913
38	1	4	1	1	1	6	731
31	1	1	1	29	1	8	101
32	2	1	1	29	1	6	230
46	1	1	1	47	1	7	814
48	2	1	1	1	1	6	291
60	2	5	1	12	1	6	470
21	1	6	1	1	1	8	810
49	1	6	1	1	1	3	830
63	1	1	2	18	1	10	231
53	2	1	1	53	1	8	593
30	2	1	1	26	1	4	474
30	1	1	1	1	1	6	881
78	1	1	1	22	1	8	204
29	1	1	1	1	1	8	374
29	2	1	1	39	1	8	43
25	2	1	1	1	1	8	540
29	1	1	1	1	1	10	43
62	2	4	2	1	1	6	626
42	1	2	2	1	1	6	562
46	2	4	1	1	1	10	500
20	1	1	1	1	1	6	380
19	2	1	1	22	1	6	411
46	1	4	1	1	1	6	894
45	1	4	1	1	1	8	311
67	2	1	1	1	1	6	570
64	1	1	1	1	1	11	80
43	1	1	1	1	1	6	770
54	2	1	1	1	1	2	401
60	1	1	1	1	1	6	420
57	2	1	1	1	1	2	461
43	1	1	1	34	1	8	896
47	2	1	1	42	1	10	470
24	2	6	1	6	1	8	470
55	2	4	1	1	1	6	472
49	2	4	1	1	1	5	874
29	2	1	2	1	1	8	581
28	1	1	2	18	1	7	580
60	1	1	1	1	1	10	101
23	2	6	1	28	1	10	52
57	1	1	7	300	1	6	881
53	2	1	7	300	1	6	422
50	1	5	1	1	1	10	100
49	1	1	2	1	1	6	963
36	1	1	1	1	1	8	743
37	2	1	3	48	1	11	471
56	1	1	1	1	1	11	23
56	2	1	1	1	1	6	254
30	1	4	1	1	1	7	34
35	1	6	1	47	1	11	130
29	1	6	1	28	1	10	492
46	1	1	1	1	12	10	80
45	2	1	1	1	1	11	231
16	2	6	1	1	1	4	460
69	1	1	1	1	1	6	733
43	1	1	1	700	1	5	421
23	2	6	1	12	1	8	586
44	2	4	1	48	1	10	23
54	1	1	1	45	1	10	102
47	2	1	1	37	1	7	411
19	1	6	1	1	1	8	731
75	2	1	1	1	1	11	231
73	1	1	1	1	1	6	472
37	1	6	1	24	1	8	141
58	1	1	1	1	1	7	620
25	2	1	1	38	1	8	350
77	1	1	1	25	1	11	204
50	1	1	1	1	1	8	101
51	2	1	1	1	1	8	362
21	1	6	1	1	1	7	475
39	1	1	8	40	1	8	471
25	2	4	1	1	1	6	485
59	1	1	1	1	1	6	711
31	1	4	1	1	1	2	476
29	1	6	1	1	1	2	623
19	1	6	2	18	1	8	626
19	1	6	2	1	1	8	992
47	1	1	1	1	1	6	392
39	2	1	1	1	1	10	510
65	2	1	1	1	1	8	313
59	2	5	1	1	1	11	232
32	2	3	1	1	1	8	514
42	2	1	2	1	1	8	360
18	2	6	2	1	1	6	962
55	1	1	1	1	1	8	1
50	2	1	1	1	1	7	500
56	1	1	1	1	1	6	913
45	1	1	1	51	1	11	983
39	2	1	1	32	1	8	562
20	2	6	2	1	1	6	402
37	2	4	2	1	1	7	360
37	2	1	2	36	1	8	584
39	1	1	2	1	1	6	775
67	2	1	1	1	1	8	460
65	1	1	1	12	1	6	600
35	1	1	2	1	1	8	841
39	2	1	2	1	1	6	842
28	2	6	1	13	12	10	15
53	2	4	1	1	1	7	540
42	1	3	8	1	1	4	423
58	1	4	1	31	1	6	495
28	2	6	1	36	1	10	12
29	1	3	1	1	1	7	111
32	2	1	1	1	1	8	570
31	1	1	1	6	1	10	80
66	1	1	1	1	1	7	485
65	2	1	1	1	1	6	796
33	2	4	1	13	1	6	401
61	1	1	2	1	1	6	961
56	2	1	2	1	1	6	422
27	1	1	2	1	1	10	471
27	2	1	2	1	1	8	476
57	1	1	1	39	1	6	623
57	2	1	1	1	1	8	512
41	2	1	2	1	1	3	964
37	1	1	2	1	1	6	892
62	2	1	1	1	1	8	230
47	2	4	2	1	1	7	80
22	1	6	2	1	1	6	192
46	1	1	1	1	1	7	2
54	1	4	2	1	1	6	70
49	1	1	8	1	1	6	734
28	1	1	1	13	1	11	204
26	2	1	1	47	1	7	460
39	1	4	1	1	1	6	632
28	1	1	1	1	1	8	155
27	2	1	1	1	1	10	524
39	1	6	2	1	1	10	62
50	1	1	2	1	1	6	562
48	2	4	1	48	1	11	220
47	1	2	1	17	1	10	102
35	1	1	1	13	1	6	620
35	2	1	1	1	1	6	284
50	1	2	1	150	1	4	43
19	2	6	1	1	1	2	276
22	1	6	1	26	1	6	892
20	2	1	1	1	1	8	516
31	1	1	1	13	1	10	484
82	2	5	1	110	12	2	460
44	2	6	1	17	1	10	471
41	1	1	1	1	1	8	146
39	2	1	1	1	1	7	570
36	1	1	1	1	1	10	136
37	2	1	1	51	1	11	314
39	1	3	7	200	1	4	913
59	1	1	6	502	49	8	470
46	2	1	6	502	49	10	470
41	2	3	1	1	1	6	472
35	2	4	2	1	1	8	341
48	1	1	1	1	1	3	622
26	2	2	1	1	1	6	896
35	1	1	1	1	1	10	476
30	2	1	1	12	1	10	100
58	2	1	8	1	1	8	570
62	1	1	8	1	1	10	93
40	1	1	1	1	1	8	31
34	2	1	1	13	1	5	411
47	1	1	1	22	1	11	306
49	1	1	1	1	1	6	913
43	2	1	1	1	1	2	832
34	2	4	1	1	1	6	511
50	2	4	1	438	12	6	423
51	1	1	1	1	1	2	653
49	2	1	1	1	1	7	562
57	1	4	1	1	1	7	803
56	2	5	1	1	1	5	822
28	2	2	1	1	1	5	411
35	2	4	1	1	1	8	512
27	2	1	1	1	1	10	200
31	1	1	1	13	1	8	62
56	2	1	1	1	1	6	570
59	1	1	1	1	1	6	626
68	2	6	2	1	1	5	961
43	2	3	2	1	1	5	423
65	1	4	2	1	1	3	913
64	1	4	1	410	1	10	71
31	2	1	1	17	1	6	472
32	1	1	1	1	11	6	841
58	1	1	2	1	1	7	585
60	2	1	2	1	1	5	354
41	1	6	2	1	1	8	562
50	2	4	1	1	1	8	476
16	2	6	1	1	1	4	476
53	1	1	1	12	1	10	554
49	2	1	1	1	1	6	496
20	1	6	1	13	1	8	562
61	2	5	1	1	1	6	413
49	2	1	1	1	1	6	585
53	1	1	1	1	1	2	775
24	2	6	1	1	1	8	570
18	2	6	1	1	1	6	570
58	1	1	2	1	1	6	632
31	2	6	2	1	1	8	570
41	1	1	1	1	1	7	33
38	2	1	1	1	1	6	912
42	1	1	1	26	1	6	896
41	2	1	1	1	1	6	254
43	1	1	2	1	1	10	373
44	2	1	2	12	1	8	580
21	2	6	1	13	1	8	570
39	2	6	1	28	1	10	5
39	2	6	1	39	1	10	71
51	1	1	1	1	1	11	210
51	2	1	1	20	1	11	35
52	2	1	1	1	1	6	570
54	1	1	1	1	1	8	830
68	2	5	1	1	1	6	401
43	2	1	1	1	1	10	586
49	1	1	1	1	1	8	430
26	1	6	1	1	1	8	471
23	1	6	1	21	1	8	80
28	2	1	1	28	1	11	325
29	1	1	1	1	1	8	896
16	2	6	1	6	1	4	526
46	1	1	1	48	1	8	14
44	2	1	1	42	1	11	43
31	1	1	1	1	1	8	770
30	2	1	1	1	1	6	501
35	1	1	1	1	1	8	635
35	2	1	1	1	1	8	12
45	1	1	1	47	1	11	122
45	2	1	1	1	1	10	196
18	2	6	1	37	1	5	462
58	2	5	2	1	1	4	810
41	1	3	2	1	1	6	741
31	1	4	2	1	1	6	422
27	2	1	1	1	1	8	231
38	1	1	1	47	1	6	420
53	2	4	1	1	1	10	231
21	1	6	1	1	1	8	411
43	1	1	1	1	1	10	485
43	2	1	1	12	1	7	80
23	1	1	1	1	1	5	642
22	2	1	1	1	1	6	234
46	1	4	1	36	1	8	371
23	1	6	1	1	1	8	562
20	2	3	1	1	1	6	411
35	2	6	6	515	54	8	524
29	1	6	6	515	54	8	470
67	2	5	6	515	54	8	470
42	1	1	1	501	1	8	470
48	2	1	1	47	1	0	244
68	1	1	1	1	1	6	422
57	1	1	1	1	1	7	5
56	2	1	1	1	1	6	570
43	1	1	1	1	1	6	733
44	2	1	1	1	1	6	841
22	1	2	1	47	1	10	155
34	2	1	1	1	1	7	232
35	1	1	1	1	1	6	470
70	2	5	1	1	1	4	832
41	1	1	1	6	1	3	814
47	2	1	1	1	1	5	472
17	1	6	1	1	1	2	720
51	1	1	1	1	1	8	860
54	2	1	1	47	1	7	842
44	2	1	1	1	1	11	325
45	1	1	1	1	1	10	470
30	2	6	2	26	1	10	106
46	2	4	2	1	1	6	420
50	1	3	2	1	1	5	623
23	1	6	2	1	1	6	626
20	2	6	2	1	1	5	626
54	2	1	1	1	1	8	470
58	1	1	1	1	1	8	484
28	2	4	1	37	1	8	341
56	1	1	1	1	1	8	470
44	2	1	1	1	1	5	470
57	2	1	1	9	1	10	153
59	1	1	1	36	1	8	153
73	2	5	1	150	1	6	206
16	2	6	2	1	1	3	582
23	1	1	1	1	1	8	721
22	2	1	1	1	1	7	476
63	1	1	1	1	1	11	210
62	2	1	1	1	1	11	232
35	1	1	3	51	1	7	612
34	2	1	1	37	1	6	500
23	1	6	1	300	1	6	530
50	1	1	1	51	1	11	136
47	2	1	1	51	1	8	642
49	1	1	1	1	1	11	205
50	2	1	1	47	1	10	423
20	2	6	1	47	1	8	570
49	1	1	2	1	1	6	635
46	2	1	2	1	1	6	485
18	1	6	2	1	1	6	673
41	1	1	2	1	1	10	380
37	2	1	2	1	1	10	371
53	2	6	1	1	1	6	485
44	1	1	2	1	1	8	401
40	2	1	2	36	1	8	500
71	1	1	1	39	1	8	531
58	2	1	1	29	1	6	531
57	1	4	1	1	1	6	803
43	2	4	2	1	1	8	341
21	1	6	2	1	1	6	472
54	1	1	1	1	1	6	962
54	2	1	1	1	1	6	85
48	2	1	1	49	1	8	570
34	1	1	1	1	1	6	385
34	2	1	1	1	1	6	560
35	2	1	1	1	1	7	365
40	1	1	1	1	1	10	12
59	1	1	1	1	1	8	422
75	1	1	1	1	1	10	590
48	2	4	1	1	1	11	23
18	2	6	1	1	1	8	570
71	1	1	1	1	1	2	770
54	2	6	2	1	1	8	570
51	1	1	1	1	1	10	484
53	2	1	1	40	1	6	41
55	1	1	1	28	1	6	623
81	2	5	1	51	1	6	41
28	1	1	1	200	12	8	274
63	1	1	1	110	12	6	476
50	1	1	1	1	1	6	731
49	2	1	1	13	1	6	570
57	2	1	1	1	1	6	775
70	2	5	1	1	1	5	423
60	2	1	2	12	1	6	772
36	1	4	2	1	1	7	153
48	1	1	2	1	1	6	975
50	2	1	2	1	1	6	392
22	2	6	2	1	1	6	472
40	2	6	2	1	1	6	360
63	1	1	1	1	1	6	814
27	1	6	1	1	1	8	404
27	2	6	1	36	1	8	411
53	2	4	1	1	1	2	896
30	2	4	1	1	1	6	423
25	1	1	2	1	1	8	425
22	2	1	2	1	1	6	405
66	1	1	1	1	1	8	1
40	1	1	1	1	1	6	913
38	2	1	1	49	1	8	531
38	1	1	1	1	1	10	620
36	2	1	1	1	1	7	423
23	2	6	2	1	1	8	365
50	1	1	2	1	1	8	992
46	2	1	2	1	1	10	231
30	1	6	1	45	1	6	15
29	2	4	1	26	1	8	215
36	2	6	2	1	1	6	472
37	1	3	2	1	1	6	400
34	2	1	1	1	1	8	511
39	1	1	1	1	1	7	814
60	1	3	1	1	1	2	422
80	1	1	1	1	1	5	480
45	2	6	2	1	1	4	423
43	1	1	1	51	1	6	620
58	2	1	1	47	1	6	470
27	2	6	2	1	1	6	402
47	1	3	2	1	1	8	385
65	2	4	1	1	1	10	460
41	2	2	1	1	1	6	472
44	2	1	1	1	1	8	512
44	1	1	1	1	10	7	702
18	1	6	1	1	10	5	935
16	2	6	1	1	10	3	582
35	1	6	2	1	1	8	556
48	1	6	2	1	1	6	830
61	2	1	1	1	1	11	210
63	1	1	1	37	1	11	210
53	1	1	1	12	1	10	141
52	2	1	1	13	1	10	260
57	1	4	2	1	1	6	425
19	1	6	2	1	1	6	402
53	2	4	2	1	1	6	423
60	1	1	1	1	1	6	700
58	2	1	1	1	1	8	365
38	1	4	1	22	1	10	102
28	1	6	1	1	1	8	516
59	2	1	1	39	1	7	23
28	2	1	1	1	1	10	141
29	1	1	1	42	1	6	422
31	2	1	1	1	1	6	830
42	1	1	1	18	1	6	715
20	1	1	2	1	1	6	402
26	2	1	2	1	1	7	110
27	1	1	1	1	1	6	422
25	2	1	1	1	1	6	470
63	1	4	2	36	1	10	153
65	2	5	1	1	1	6	512
39	2	6	1	1	1	10	315
29	2	6	2	6	1	11	85
25	2	1	1	1	1	6	524
25	1	1	7	34	1	8	903
28	1	1	1	1	1	10	485
29	2	1	1	1	1	10	231
26	1	6	1	13	1	10	102
28	1	1	2	1	1	10	701
31	2	1	2	26	1	6	80
58	1	1	1	1	1	3	720
61	1	1	1	1	1	2	770
50	2	4	2	1	1	8	516
59	1	1	1	1	1	6	803
56	2	1	1	1	1	6	472
69	1	4	1	1	1	8	620
